wl,f171,f491,f609,f283,f792,f23,f406,f883,f452,f972,f719,f517,f251,f315,f143,f923,f603,f305,f512,f309,f948,f502,f382,f903,f969,f73,f46,f833,f764,f886,f12,f359,f560,f300,f899,f454,f696,f423,f2,f811,f979,f690,f158,f52,f752
510.22,25.221,19.695,0.188,44.296,52.194,53.421,5.329,6.693,63.333,44.577,27.042,53.602,38.168,6.174,15.168,58.693,31.116,69.616,4.477,48.667,8.281,12.811,78.918,25.416,56.824,14.116,23.504,55.647,32.08,30.553,23.817,77.203,50.372,34.761,23.469,18.992,19.836,35.393,9.378,52.052,50.709,8.787,19.291,13.053,42.466
510.58,25.135,19.583,0.137,44.397,52.21,53.444,5.289,6.816,63.401,44.601,27.061,53.664,38.178,6.158,15.157,58.718,31.692,69.584,4.45,48.753,8.194,12.716,79.004,25.916,56.962,14.029,23.372,55.86,32.688,30.381,23.628,77.234,50.396,34.685,23.919,18.867,19.977,35.969,9.382,52.009,50.654,8.77,19.665,12.985,42.478
510.93,25.048,19.479,0.11,44.379,52.236,53.393,5.275,6.989,63.414,44.641,27.036,53.653,38.211,6.147,15.097,58.737,32.288,69.521,4.464,48.83,8.09,12.635,79.039,26.431,57.072,13.987,23.225,55.994,33.248,30.298,23.501,77.214,50.432,34.622,24.322,18.728,20.134,36.53,9.423,52.06,50.675,8.75,20,12.9,42.522
511.29,24.951,19.425,0.127,44.35,52.264,53.322,5.159,7.206,63.459,44.718,27.025,53.775,38.278,6.103,15.093,58.837,32.889,69.583,4.518,48.915,8.029,12.533,79.086,26.969,57.214,13.896,23.127,56.152,33.884,30.202,23.35,77.247,50.384,34.467,24.732,18.608,20.321,37.114,9.454,52.06,50.674,8.772,20.366,12.804,42.546
511.64,24.863,19.389,0.116,44.426,52.291,53.375,5.132,7.425,63.447,44.754,27.044,53.759,38.324,6.065,15.135,58.898,33.543,69.625,4.551,48.973,7.947,12.431,79.156,27.542,57.381,13.755,22.945,56.351,34.594,30.083,23.143,77.267,50.343,34.365,25.145,18.453,20.469,37.641,9.498,52.048,50.702,8.767,20.734,12.741,42.604
512,24.816,19.301,0.093,44.441,52.267,53.39,5.097,7.675,63.516,44.764,27.048,53.705,38.367,6.081,15.15,58.946,34.216,69.637,4.596,49.058,7.85,12.294,79.141,28.098,57.492,13.676,22.793,56.563,35.312,29.933,22.969,77.263,50.308,34.279,25.558,18.293,20.604,38.207,9.551,52.077,50.701,8.75,21.101,12.653,42.625
512.35,24.72,19.17,0.143,44.498,52.273,53.349,5.043,7.88,63.551,44.802,26.986,53.717,38.432,6.076,15.192,58.928,34.905,69.698,4.638,49.108,7.799,12.188,79.119,28.658,57.574,13.538,22.616,56.808,36.061,29.734,22.782,77.282,50.25,34.263,26,18.183,20.781,38.784,9.574,52.062,50.736,8.748,21.45,12.557,42.689
512.71,24.655,19.091,0.172,44.505,52.29,53.372,4.963,8.04,63.658,44.827,26.964,53.723,38.465,6.03,15.177,58.97,35.634,69.711,4.673,49.113,7.745,12.035,79.049,29.224,57.783,13.514,22.501,57.065,36.8,29.564,22.517,77.269,50.209,34.18,26.427,18.075,20.938,39.408,9.647,52.049,50.745,8.711,21.849,12.477,42.763
513.07,24.555,19.011,0.191,44.549,52.32,53.42,4.945,8.257,63.744,44.932,26.942,53.839,38.421,6.004,15.201,59.006,36.386,69.737,4.692,49.133,7.723,11.905,78.991,29.813,57.955,13.44,22.357,57.302,37.555,29.421,22.311,77.298,50.221,34.117,26.912,17.927,21.096,39.961,9.69,51.981,50.741,8.741,22.243,12.376,42.763
513.42,24.425,18.944,0.231,44.528,52.371,53.48,4.844,8.512,63.786,44.959,26.956,53.878,38.397,5.963,15.085,59.012,37.123,69.685,4.768,49.166,7.61,11.839,78.977,30.371,58.059,13.302,22.138,57.456,38.379,29.275,22.132,77.301,50.259,34.031,27.391,17.766,21.299,40.55,9.722,51.938,50.726,8.681,22.63,12.314,42.769
513.78,24.28,18.825,0.256,44.526,52.353,53.562,4.795,8.664,63.807,45,26.989,53.806,38.395,5.967,15.076,59.066,37.887,69.696,4.823,49.228,7.526,11.735,79.029,30.945,58.189,13.221,22.037,57.667,39.278,29.12,21.914,77.25,50.209,33.938,27.941,17.633,21.464,41.153,9.79,51.916,50.704,8.607,23.031,12.232,42.788
514.13,24.186,18.743,0.282,44.493,52.353,53.42,4.701,8.876,63.82,44.998,26.936,53.784,38.438,5.952,15.056,59.002,38.753,69.666,4.95,49.221,7.374,11.607,79.004,31.559,58.355,13.09,21.871,57.932,40.218,28.974,21.704,77.272,50.162,33.839,28.413,17.455,21.66,41.731,9.843,51.94,50.762,8.574,23.453,12.177,42.788
514.49,24.075,18.651,0.237,44.553,52.414,53.436,4.654,9.074,63.763,45.037,26.963,53.819,38.409,5.904,14.973,58.956,39.512,69.602,4.953,49.19,7.259,11.486,79.034,32.157,58.46,13.005,21.643,58.098,41.161,28.805,21.445,77.259,50.144,33.683,28.956,17.33,21.861,42.269,9.924,51.867,50.69,8.569,23.885,12.13,42.736
514.84,23.958,18.544,0.232,44.54,52.408,53.483,4.599,9.332,63.781,45.025,26.957,53.814,38.407,5.885,14.939,58.898,40.317,69.589,5.029,49.208,7.164,11.376,79.042,32.779,58.607,12.892,21.477,58.37,41.997,28.66,21.196,77.277,50.086,33.599,29.466,17.104,21.987,42.866,9.984,51.822,50.646,8.558,24.302,12.055,42.722
515.2,23.891,18.46,0.22,44.601,52.478,53.454,4.494,9.54,63.726,45.045,26.939,53.847,38.417,5.877,14.886,58.897,41.132,69.595,5.149,49.217,7.017,11.218,79.058,33.298,58.736,12.792,21.292,58.589,42.864,28.461,20.965,77.316,50.077,33.537,29.977,16.904,22.085,43.439,9.988,51.872,50.665,8.521,24.753,11.96,42.702
515.55,23.801,18.325,0.269,44.656,52.499,53.532,4.44,9.778,63.706,45.081,26.865,53.862,38.431,5.876,14.871,58.94,41.888,69.599,5.204,49.249,6.933,11.113,79.075,33.867,58.823,12.674,21.107,58.796,43.758,28.346,20.755,77.323,50.092,33.377,30.478,16.714,22.247,43.944,10.035,51.885,50.6,8.475,25.146,11.867,42.699
515.9,23.644,18.205,0.282,44.706,52.432,53.512,4.376,10.008,63.683,45.078,26.836,53.909,38.43,5.9,14.9,58.97,42.697,69.564,5.269,49.343,6.886,11.019,79.016,34.45,58.967,12.583,20.945,59.024,44.621,28.167,20.559,77.3,50.079,33.317,30.952,16.595,22.379,44.483,10.085,51.816,50.575,8.415,25.562,11.798,42.718
516.26,23.591,18.153,0.258,44.737,52.433,53.521,4.328,10.266,63.608,45.139,26.821,53.922,38.392,5.859,14.896,58.946,43.394,69.547,5.38,49.347,6.856,10.914,78.986,35.006,59.112,12.457,20.811,59.171,45.44,28.054,20.37,77.32,50.058,33.217,31.417,16.458,22.541,44.915,10.136,51.836,50.487,8.431,25.969,11.757,42.746
516.61,23.522,18.048,0.247,44.751,52.435,53.557,4.287,10.532,63.627,45.112,26.812,53.936,38.469,5.861,14.862,58.968,44.131,69.523,5.493,49.409,6.761,10.836,79.045,35.515,59.159,12.34,20.681,59.382,46.221,27.918,20.185,77.367,50.053,33.145,31.85,16.33,22.642,45.351,10.158,51.87,50.498,8.431,26.361,11.716,42.792
516.97,23.421,17.935,0.283,44.761,52.444,53.551,4.27,10.772,63.703,45.055,26.786,53.973,38.513,5.859,14.838,58.994,44.76,69.526,5.574,49.419,6.686,10.714,78.988,36.081,59.201,12.266,20.58,59.517,46.997,27.78,20.022,77.371,50.033,33.046,32.275,16.175,22.813,45.766,10.186,51.959,50.503,8.378,26.745,11.663,42.817
517.32,23.334,17.83,0.326,44.735,52.467,53.607,4.206,11.004,63.632,45.082,26.711,54.046,38.541,5.877,14.855,58.994,45.361,69.523,5.656,49.474,6.621,10.642,79.041,36.541,59.239,12.231,20.386,59.691,47.806,27.675,19.844,77.435,50.027,32.99,32.734,16.021,22.968,46.195,10.227,51.981,50.532,8.361,27.118,11.606,42.868
517.68,23.265,17.763,0.379,44.765,52.415,53.631,4.13,11.18,63.582,45.09,26.638,54.125,38.585,5.863,14.886,59.021,45.957,69.485,5.72,49.416,6.569,10.533,79.018,37.053,59.285,12.131,20.227,59.818,48.537,27.55,19.723,77.464,50.047,32.957,33.117,15.91,23.104,46.544,10.244,51.986,50.573,8.372,27.455,11.552,42.904
518.03,23.149,17.665,0.346,44.834,52.496,53.713,4.064,11.351,63.558,45.077,26.606,54.111,38.599,5.864,14.892,59.1,46.578,69.497,5.856,49.392,6.525,10.437,78.953,37.483,59.336,12.081,20.075,59.926,49.292,27.457,19.605,77.48,50.062,32.898,33.503,15.858,23.268,46.946,10.297,51.995,50.627,8.349,27.77,11.495,42.957
518.39,23.078,17.638,0.321,44.851,52.537,53.638,4.009,11.542,63.61,45.133,26.56,54.182,38.576,5.88,14.861,59.1,47.134,69.544,5.938,49.431,6.48,10.377,78.953,37.954,59.367,11.959,19.933,60.096,49.998,27.285,19.462,77.529,50.037,32.86,33.87,15.74,23.378,47.313,10.329,51.928,50.599,8.343,28.124,11.478,42.962
518.74,23.068,17.529,0.363,44.869,52.625,53.642,3.933,11.701,63.566,45.167,26.532,54.097,38.551,5.869,14.859,59.032,47.721,69.564,5.984,49.45,6.409,10.299,78.974,38.385,59.416,11.869,19.783,60.198,50.663,27.159,19.298,77.547,50.001,32.862,34.262,15.64,23.468,47.665,10.372,51.922,50.586,8.319,28.432,11.46,42.959
519.1,22.999,17.41,0.361,44.921,52.678,53.654,3.872,11.871,63.551,45.159,26.502,54.055,38.581,5.87,14.831,59.062,48.254,69.561,6.049,49.461,6.347,10.245,78.988,38.772,59.464,11.84,19.669,60.333,51.331,27.061,19.186,77.589,50.027,32.828,34.592,15.566,23.576,47.988,10.37,51.928,50.562,8.263,28.736,11.436,42.945
519.45,22.957,17.337,0.377,44.938,52.662,53.626,3.816,12.093,63.6,45.158,26.466,54.055,38.607,5.861,14.812,59.108,48.79,69.535,6.119,49.473,6.288,10.211,79.005,39.119,59.488,11.728,19.574,60.493,52.008,26.941,19.019,77.623,50.041,32.821,34.962,15.487,23.7,48.296,10.374,51.893,50.538,8.232,29.027,11.415,42.986
519.8,22.879,17.241,0.337,44.931,52.625,53.576,3.779,12.277,63.642,45.111,26.457,54.088,38.655,5.865,14.774,59.126,49.322,69.502,6.164,49.496,6.224,10.12,79.014,39.574,59.573,11.67,19.463,60.666,52.701,26.867,18.927,77.669,50.076,32.763,35.322,15.398,23.841,48.612,10.401,51.87,50.532,8.227,29.348,11.386,43.004
520.16,22.788,17.147,0.29,45.002,52.633,53.559,3.741,12.453,63.697,45.117,26.438,54.098,38.672,5.86,14.766,59.164,49.82,69.473,6.285,49.522,6.133,10.057,79.036,39.981,59.594,11.562,19.314,60.849,53.409,26.75,18.795,77.687,50.053,32.709,35.707,15.293,23.963,48.899,10.419,51.856,50.514,8.208,29.667,11.311,43.013
520.51,22.716,17.055,0.271,45.062,52.674,53.532,3.695,12.686,63.696,45.121,26.417,54.055,38.733,5.872,14.704,59.151,50.319,69.45,6.359,49.576,6.032,9.999,79.098,40.367,59.604,11.485,19.193,60.972,54.161,26.625,18.659,77.721,50.036,32.672,36.121,15.188,24.092,49.219,10.44,51.867,50.502,8.175,30.009,11.292,43.028
520.87,22.679,16.921,0.26,45.133,52.714,53.645,3.613,12.876,63.722,45.138,26.383,54.018,38.751,5.859,14.734,59.147,50.894,69.431,6.445,49.574,5.962,9.889,79.04,40.774,59.749,11.413,19.125,61.159,54.906,26.445,18.468,77.738,49.976,32.602,36.525,15.087,24.237,49.511,10.49,51.897,50.518,8.144,30.345,11.247,43.024
521.22,22.651,16.81,0.284,45.117,52.723,53.606,3.553,13.084,63.776,45.166,26.327,54.042,38.779,5.814,14.701,59.142,51.506,69.332,6.599,49.557,5.885,9.864,79.043,41.249,59.822,11.323,18.93,61.308,55.644,26.306,18.302,77.758,50,32.569,36.886,14.994,24.371,49.843,10.477,51.917,50.51,8.154,30.679,11.234,43.025
521.58,22.59,16.671,0.272,45.18,52.768,53.592,3.47,13.268,63.798,45.196,26.33,54.054,38.782,5.787,14.687,59.118,52.1,69.362,6.732,49.657,5.858,9.797,79.069,41.739,59.882,11.253,18.767,61.438,56.495,26.216,18.114,77.802,50.024,32.527,37.34,14.864,24.495,50.224,10.482,51.86,50.516,8.126,31.053,11.191,43.02
521.93,22.48,16.524,0.317,45.181,52.697,53.54,3.373,13.587,63.817,45.209,26.304,53.987,38.846,5.749,14.712,59.161,52.767,69.38,6.953,49.721,5.784,9.691,79.072,42.244,59.956,11.159,18.615,61.565,57.368,26.061,17.931,77.823,50.046,32.466,37.749,14.738,24.611,50.595,10.495,51.912,50.585,8.114,31.459,11.151,43.018
522.28,22.385,16.404,0.329,45.149,52.657,53.475,3.244,13.842,63.813,45.244,26.293,54.01,38.888,5.72,14.722,59.167,53.406,69.256,7.094,49.743,5.733,9.635,79.094,42.774,60.028,11.045,18.469,61.758,58.281,25.921,17.773,77.823,50.037,32.368,38.223,14.626,24.774,51.014,10.512,51.967,50.606,8.063,31.86,11.086,43.005
522.64,22.32,16.252,0.366,45.131,52.717,53.526,3.185,14.063,63.84,45.229,26.277,54.073,38.899,5.738,14.683,59.194,54.015,69.135,7.206,49.756,5.716,9.526,79.093,43.261,60.031,10.969,18.318,61.878,59.222,25.78,17.547,77.883,50.067,32.267,38.7,14.532,24.96,51.449,10.564,51.892,50.604,8.046,32.256,11.059,43.029
522.99,22.221,16.131,0.417,45.19,52.761,53.49,3.131,14.279,63.875,45.214,26.288,54.072,38.903,5.729,14.675,59.208,54.649,69.057,7.432,49.76,5.646,9.376,79.076,43.691,60.086,10.899,18.191,62.006,60.033,25.591,17.392,77.903,50.096,32.238,39.129,14.488,25.127,51.817,10.601,51.862,50.619,8.035,32.646,11.02,43.02
523.35,22.151,16.007,0.451,45.171,52.783,53.491,3.083,14.478,63.85,45.223,26.275,54.01,38.912,5.702,14.635,59.189,55.158,68.923,7.624,49.737,5.542,9.278,79.042,44.113,60.075,10.782,18.035,62.143,60.828,25.436,17.22,77.923,50.048,32.137,39.574,14.353,25.27,52.211,10.64,51.927,50.604,8.031,33.016,11.002,43.018
523.7,22.021,15.843,0.451,45.209,52.788,53.568,3.037,14.68,63.766,45.254,26.273,54.008,38.897,5.71,14.612,59.137,55.694,68.857,7.814,49.668,5.461,9.183,79.012,44.509,60.08,10.685,17.852,62.308,61.643,25.222,16.995,77.943,50.06,32.102,40.004,14.229,25.401,52.579,10.652,51.866,50.589,8.008,33.374,10.962,43.038
524.05,21.847,15.72,0.502,45.219,52.776,53.575,3.03,14.858,63.7,45.197,26.237,53.946,38.841,5.7,14.582,59.044,56.187,68.702,8.037,49.623,5.421,9.046,78.862,44.925,60.177,10.594,17.666,62.436,62.476,25.019,16.758,77.846,49.974,31.982,40.423,14.094,25.58,52.921,10.698,51.786,50.557,7.973,33.712,10.897,42.964
524.41,21.682,15.532,0.505,45.153,52.687,53.577,2.974,15.004,63.687,45.082,26.184,53.915,38.782,5.65,14.501,58.752,56.724,68.511,8.281,49.585,5.32,8.926,78.821,45.276,60.266,10.512,17.429,62.591,63.276,24.768,16.491,77.734,49.866,31.802,40.821,13.947,25.67,53.275,10.7,51.672,50.537,7.973,34.059,10.841,42.882
524.76,21.561,15.357,0.599,45.074,52.627,53.45,2.929,15.169,63.627,45.02,26.169,53.826,38.77,5.604,14.419,58.58,57.216,68.328,8.492,49.45,5.264,8.785,78.679,45.596,60.349,10.375,17.238,62.759,64.1,24.532,16.224,77.672,49.857,31.656,41.142,13.828,25.741,53.597,10.706,51.606,50.489,7.953,34.408,10.745,42.746
525.11,21.384,15.138,0.646,44.996,52.564,53.392,2.886,15.397,63.492,44.899,26.199,53.793,38.708,5.548,14.324,58.413,57.703,68.2,8.719,49.442,5.202,8.71,78.615,45.894,60.364,10.262,17.067,62.917,64.838,24.367,15.993,77.585,49.722,31.47,41.512,13.708,25.837,53.91,10.711,51.518,50.427,7.907,34.736,10.672,42.59
525.47,21.306,15.004,0.678,44.987,52.484,53.322,2.842,15.577,63.43,44.799,26.134,53.721,38.672,5.538,14.26,58.264,58.065,68.022,8.918,49.435,5.129,8.604,78.584,46.234,60.375,10.178,16.909,63.062,65.421,24.242,15.831,77.52,49.65,31.363,41.811,13.603,25.924,54.212,10.715,51.484,50.383,7.887,35.026,10.596,42.51
525.82,21.199,14.881,0.706,44.945,52.392,53.284,2.818,15.736,63.423,44.81,26.144,53.693,38.702,5.536,14.277,58.217,58.408,67.973,9.098,49.416,5.061,8.523,78.511,46.47,60.421,10.122,16.809,63.122,65.926,24.178,15.741,77.498,49.619,31.292,42.124,13.536,26.029,54.455,10.738,51.504,50.387,7.877,35.262,10.528,42.56
526.17,21.118,14.798,0.725,44.927,52.417,53.307,2.783,15.858,63.386,44.799,26.15,53.725,38.713,5.566,14.233,58.222,58.668,67.908,9.261,49.441,5.02,8.469,78.519,46.726,60.476,10.061,16.712,63.241,66.396,24.062,15.619,77.523,49.625,31.221,42.378,13.451,26.134,54.638,10.753,51.53,50.379,7.87,35.483,10.485,42.642
526.53,21.1,14.702,0.765,44.9,52.386,53.285,2.746,15.978,63.295,44.811,26.132,53.715,38.753,5.597,14.199,58.237,58.934,67.862,9.438,49.445,4.979,8.413,78.493,46.957,60.511,10.009,16.629,63.312,66.777,23.985,15.536,77.482,49.572,31.196,42.654,13.4,26.255,54.818,10.782,51.555,50.34,7.893,35.68,10.445,42.702
526.88,21.07,14.612,0.794,44.866,52.343,53.311,2.729,16.094,63.292,44.822,26.139,53.755,38.771,5.61,14.184,58.227,59.151,67.825,9.599,49.467,4.921,8.366,78.507,47.209,60.524,9.993,16.547,63.383,67.12,23.916,15.466,77.477,49.552,31.149,42.896,13.354,26.337,54.978,10.816,51.593,50.312,7.897,35.89,10.396,42.743
527.23,21.049,14.559,0.836,44.823,52.309,53.243,2.703,16.208,63.3,44.825,26.16,53.75,38.759,5.628,14.151,58.247,59.383,67.809,9.769,49.496,4.89,8.332,78.515,47.419,60.549,9.975,16.467,63.417,67.431,23.839,15.362,77.459,49.528,31.106,43.102,13.296,26.391,55.132,10.833,51.614,50.302,7.896,36.091,10.37,42.796
527.59,21.05,14.5,0.867,44.812,52.304,53.228,2.678,16.37,63.287,44.853,26.14,53.729,38.762,5.638,14.12,58.263,59.586,67.842,9.901,49.5,4.852,8.274,78.507,47.644,60.539,9.925,16.404,63.466,67.747,23.784,15.294,77.492,49.531,31.083,43.329,13.26,26.474,55.283,10.846,51.618,50.308,7.905,36.235,10.379,42.832
527.94,21.025,14.433,0.887,44.792,52.274,53.253,2.651,16.5,63.275,44.84,26.143,53.768,38.769,5.637,14.107,58.288,59.805,67.821,10.056,49.494,4.819,8.22,78.493,47.87,60.577,9.879,16.316,63.53,68.05,23.702,15.193,77.501,49.523,31.06,43.503,13.237,26.548,55.414,10.867,51.63,50.298,7.909,36.393,10.342,42.867
528.29,20.978,14.388,0.9,44.755,52.262,53.256,2.621,16.62,63.256,44.819,26.139,53.806,38.811,5.661,14.093,58.319,60.008,67.822,10.2,49.52,4.803,8.2,78.541,48.074,60.577,9.868,16.241,63.61,68.357,23.633,15.096,77.489,49.497,31.021,43.695,13.194,26.611,55.569,10.878,51.598,50.301,7.916,36.552,10.304,42.918
528.65,20.958,14.335,0.926,44.736,52.288,53.288,2.622,16.701,63.228,44.828,26.148,53.809,38.826,5.661,14.082,58.299,60.227,67.876,10.366,49.524,4.772,8.131,78.525,48.28,60.611,9.818,16.163,63.707,68.687,23.547,15.001,77.498,49.444,30.96,43.944,13.175,26.706,55.694,10.905,51.592,50.285,7.903,36.731,10.262,42.956
529,20.933,14.243,0.918,44.707,52.269,53.301,2.63,16.803,63.215,44.825,26.138,53.775,38.849,5.686,14.071,58.285,60.488,67.857,10.567,49.452,4.732,8.058,78.484,48.519,60.619,9.779,16.07,63.816,69.019,23.43,14.9,77.476,49.408,30.908,44.176,13.155,26.778,55.847,10.936,51.624,50.263,7.893,36.933,10.231,42.979
529.35,20.912,14.149,0.928,44.7,52.302,53.272,2.611,16.93,63.209,44.851,26.102,53.821,38.881,5.689,14.047,58.246,60.702,67.825,10.775,49.451,4.707,7.988,78.467,48.756,60.664,9.744,15.947,63.932,69.416,23.323,14.793,77.445,49.353,30.855,44.464,13.133,26.899,56.004,10.94,51.589,50.227,7.873,37.119,10.179,42.989
529.71,20.879,14.036,0.934,44.72,52.278,53.272,2.588,17.066,63.202,44.86,26.129,53.795,38.913,5.665,14.024,58.22,60.953,67.82,10.994,49.452,4.684,7.902,78.434,48.958,60.696,9.716,15.821,64.021,69.81,23.216,14.677,77.427,49.322,30.81,44.701,13.1,27.002,56.12,10.961,51.531,50.226,7.861,37.33,10.141,42.978
530.06,20.825,13.946,0.954,44.711,52.267,53.252,2.549,17.166,63.188,44.868,26.137,53.779,38.944,5.652,14.033,58.204,61.197,67.859,11.223,49.505,4.63,7.872,78.478,49.193,60.744,9.671,15.728,64.111,70.179,23.12,14.611,77.392,49.281,30.772,44.884,13.059,27.072,56.261,10.979,51.542,50.206,7.851,37.566,10.089,42.975
530.41,20.817,13.863,0.984,44.683,52.238,53.209,2.496,17.282,63.203,44.855,26.163,53.815,39.005,5.685,14.01,58.201,61.365,67.903,11.411,49.547,4.606,7.85,78.511,49.414,60.807,9.639,15.631,64.191,70.516,23.033,14.534,77.413,49.242,30.737,45.106,13.015,27.154,56.41,11.011,51.51,50.197,7.863,37.768,10.06,42.987
530.77,20.812,13.773,1.002,44.696,52.266,53.155,2.452,17.411,63.275,44.871,26.195,53.834,39.039,5.699,13.998,58.217,61.532,67.948,11.601,49.578,4.588,7.818,78.548,49.636,60.803,9.62,15.566,64.269,70.803,22.967,14.457,77.438,49.282,30.745,45.305,12.989,27.236,56.535,11.018,51.478,50.193,7.857,37.963,10.02,43.016
531.12,20.802,13.695,1.04,44.732,52.324,53.171,2.415,17.544,63.326,44.951,26.186,53.839,39.103,5.707,13.984,58.27,61.727,67.989,11.795,49.624,4.569,7.768,78.599,49.859,60.819,9.593,15.498,64.399,71.118,22.936,14.405,77.438,49.256,30.699,45.515,12.997,27.323,56.649,11.038,51.509,50.197,7.843,38.143,9.965,43.056
531.47,20.823,13.618,1.054,44.754,52.35,53.262,2.424,17.727,63.392,45.032,26.203,53.888,39.147,5.724,13.962,58.327,61.949,68.054,11.978,49.689,4.514,7.733,78.648,50.133,60.831,9.569,15.434,64.51,71.444,22.874,14.338,77.481,49.266,30.684,45.751,12.977,27.425,56.787,11.079,51.545,50.189,7.856,38.319,9.945,43.136
531.83,20.852,13.563,1.077,44.773,52.351,53.354,2.394,17.864,63.504,45.127,26.235,53.913,39.235,5.762,13.987,58.496,62.184,68.17,12.201,49.792,4.501,7.709,78.717,50.433,60.821,9.536,15.394,64.644,71.791,22.847,14.279,77.597,49.314,30.716,46.038,12.965,27.564,56.931,11.123,51.582,50.186,7.87,38.507,9.91,43.256
532.18,20.86,13.485,1.105,44.774,52.39,53.407,2.355,18.061,63.573,45.207,26.253,53.982,39.304,5.778,14.008,58.637,62.453,68.285,12.5,49.944,4.468,7.693,78.838,50.77,60.856,9.529,15.321,64.741,72.183,22.799,14.229,77.657,49.255,30.724,46.422,12.966,27.711,57.094,11.161,51.586,50.204,7.869,38.741,9.892,43.375
532.53,20.921,13.414,1.122,44.75,52.436,53.441,2.294,18.225,63.599,45.258,26.261,54.017,39.398,5.832,14.054,58.773,62.74,68.39,12.829,50.008,4.389,7.637,78.948,51.111,60.979,9.513,15.257,64.882,72.574,22.707,14.142,77.751,49.309,30.737,46.761,12.965,27.855,57.32,11.223,51.633,50.232,7.878,39.036,9.845,43.518
532.88,20.951,13.336,1.138,44.778,52.407,53.435,2.274,18.365,63.595,45.305,26.302,54.077,39.488,5.833,14.085,58.864,63.029,68.534,13.128,50.067,4.346,7.618,79.001,51.429,61.065,9.497,15.178,64.974,73.058,22.614,14.047,77.825,49.322,30.746,47.078,12.947,28.001,57.496,11.263,51.686,50.239,7.889,39.343,9.804,43.608
533.24,20.998,13.206,1.174,44.79,52.46,53.503,2.242,18.472,63.69,45.325,26.338,54.096,39.514,5.838,14.075,58.907,63.312,68.561,13.423,50.094,4.316,7.555,79.081,51.775,61.118,9.498,15.08,65.148,73.462,22.487,13.909,77.855,49.334,30.716,47.375,12.952,28.12,57.699,11.288,51.655,50.232,7.872,39.653,9.749,43.653
533.59,20.982,13.106,1.205,44.788,52.484,53.515,2.213,18.606,63.694,45.325,26.376,54.076,39.578,5.804,14.088,58.941,63.584,68.629,13.768,50.108,4.272,7.477,79.035,52.069,61.174,9.5,14.954,65.239,73.807,22.423,13.845,77.84,49.344,30.737,47.638,12.968,28.229,57.87,11.332,51.65,50.261,7.862,39.94,9.695,43.65
533.94,20.96,13.018,1.209,44.773,52.535,53.592,2.197,18.696,63.753,45.329,26.435,54.111,39.609,5.79,14.092,58.929,63.815,68.639,14.012,50.118,4.25,7.411,79.031,52.32,61.182,9.466,14.855,65.327,74.174,22.341,13.738,77.89,49.38,30.703,47.86,12.955,28.302,58.049,11.365,51.644,50.309,7.828,40.188,9.639,43.644
534.29,20.932,12.961,1.22,44.805,52.541,53.589,2.178,18.733,63.761,45.332,26.425,54.12,39.663,5.794,14.101,58.914,63.996,68.702,14.281,50.137,4.232,7.371,79.075,52.544,61.242,9.427,14.759,65.393,74.508,22.26,13.609,77.915,49.381,30.668,48.059,12.938,28.372,58.189,11.401,51.636,50.334,7.832,40.393,9.609,43.671
534.65,20.938,12.861,1.229,44.829,52.565,53.597,2.178,18.843,63.796,45.366,26.438,54.088,39.701,5.806,14.15,58.995,64.11,68.765,14.535,50.189,4.19,7.33,79.093,52.737,61.268,9.39,14.675,65.481,74.807,22.154,13.557,77.979,49.375,30.632,48.256,12.957,28.463,58.304,11.452,51.625,50.292,7.808,40.571,9.572,43.674
535,20.909,12.756,1.278,44.854,52.631,53.61,2.148,18.906,63.809,45.463,26.496,54.06,39.76,5.821,14.201,59.013,64.239,68.75,14.781,50.207,4.18,7.285,79.153,52.916,61.347,9.371,14.601,65.599,75.014,22.093,13.497,77.976,49.373,30.596,48.441,12.958,28.553,58.404,11.478,51.636,50.27,7.794,40.751,9.518,43.666
535.35,20.894,12.684,1.27,44.854,52.668,53.656,2.105,18.996,63.91,45.538,26.527,54.05,39.78,5.823,14.219,58.997,64.352,68.774,15.001,50.216,4.177,7.273,79.191,53.1,61.366,9.373,14.54,65.68,75.26,22.039,13.468,77.978,49.351,30.55,48.617,12.937,28.65,58.523,11.503,51.648,50.287,7.759,40.923,9.481,43.683
535.7,20.904,12.6,1.298,44.896,52.725,53.682,2.104,19.097,63.966,45.516,26.543,53.994,39.815,5.833,14.232,59.022,64.476,68.833,15.246,50.251,4.134,7.223,79.212,53.307,61.413,9.319,14.468,65.76,75.471,21.994,13.462,78.004,49.402,30.557,48.818,12.954,28.757,58.619,11.528,51.679,50.276,7.751,41.078,9.438,43.662
536.06,20.887,12.521,1.352,44.899,52.701,53.738,2.087,19.197,64.031,45.539,26.55,53.981,39.893,5.862,14.236,59.097,64.62,68.847,15.482,50.309,4.126,7.193,79.234,53.553,61.412,9.323,14.388,65.833,75.746,21.922,13.403,78.061,49.445,30.562,49.028,12.967,28.853,58.731,11.573,51.675,50.31,7.742,41.236,9.407,43.661
536.41,20.847,12.46,1.397,44.881,52.736,53.833,2.073,19.299,64.102,45.617,26.563,54.038,39.928,5.88,14.237,59.202,64.721,68.843,15.747,50.429,4.061,7.177,79.384,53.753,61.523,9.326,14.304,65.905,76.044,21.87,13.342,78.123,49.483,30.558,49.25,12.944,28.976,58.82,11.595,51.643,50.314,7.751,41.391,9.327,43.669
